year,area,village,master,college,highSchool,secondary,total,lat,lon,state_code
106,大安區,龍泉里,0.2022552783109405,0.3579654510556622,0.35460652591170827,0.08517274472168906,4168,25.025449,121.5302205,553426901
106,大安區,古風里,0.19700614808874634,0.3683507083667469,0.35391606522320235,0.08072707832130446,3741,25.0220534,121.52915,553326891
106,大安區,古莊里,0.19387916075090708,0.3699321659567755,0.3528947783562076,0.0832938949361098,6339,25.0240509,121.5262952,553426896
106,大安區,龍安里,0.1793221793221793,0.31931931931931934,0.38538538538538536,0.11597311597311598,6993,25.0280135,121.5320047,553426909
106,大安區,錦安里,0.21878063124877475,0.371691825132327,0.34679474612821015,0.0627327974906881,5101,25.0276942,121.5277226,553426907
106,大安區,福住里,0.20926339285714285,0.38392857142857145,0.33947172619047616,0.06733630952380952,5376,25.0319922,121.5320047,553526920
106,大安區,永康里,0.17028431672271477,0.3601345154387038,0.3910119229593397,0.07856924487924183,3271,25.0319208,121.5280795,553526919
106,大安區,光明里,0.19107438016528924,0.35933884297520663,0.3702479338842975,0.07933884297520662,3025,25.0336709,121.5248678,553626923
106,大安區,錦泰里,0.21056020605280104,0.3805537669027688,0.34417256922086287,0.06471345782356729,3106,25.0310182,121.5248678,553526916
106,大安區,錦華里,0.20998561742346414,0.38339839737004316,0.335319498664475,0.07129648654201767,4867,25.0283656,121.5248678,553426909
106,大安區,龍圖里,0.1722394389169793,0.3770999836894471,0.37318545098678846,0.0774751264067852,6131,25.0309678,121.5419957,553526920
106,大安區,新龍里,0.17337357478202547,0.3950368879946345,0.36485580147551977,0.06673373574782025,5964,25.0292347,121.539498,553526914
106,大安區,龍陣里,0.15461973601508486,0.36455059710873666,0.382149591451917,0.09868007542426147,3182,25.0279,121.5423525,553426911
106,大安區,龍雲里,0.15505823247316738,0.3516784654030601,0.4012331582553094,0.09203014386846312,4379,25.0299602,121.5462773,553526918
106,大安區,龍生里,0.18807969769838542,0.36636894537959463,0.37238062521470283,0.07317073170731707,5822,25.0257514,121.5402117,553426904
106,大安區,住安里,0.11570945945945946,0.3217905405405405,0.4206081081081081,0.14189189189189189,4736,25.0322765,121.5477044,553526924
106,大安區,義安里,0.16707869798104655,0.3860733415739596,0.365265760197775,0.0815822002472188,4854,25.0316047,121.5505587,553526923
106,大安區,通化里,0.09959096567668504,0.2966388049084119,0.4367775208963187,0.1669927085185844,5623,25.0315868,121.556267,553526924
106,大安區,通安里,0.11065006915629322,0.319304485279589,0.42679312388855956,0.14325232167555818,5061,25.0309328,121.5534129,553526922
106,大安區,臨江里,0.08370623848381153,0.2732297973150829,0.4593314030007897,0.18373256120031586,3799,25.0288553,121.5551967,553526917
106,大安區,法治里,0.1391689205802803,0.3535775756085567,0.4047209245143841,0.10253257929677895,4067,25.0269546,121.5534129,553426911
106,大安區,全安里,0.16275586620069896,0.4023964053919121,0.35846230654018973,0.0763854218671992,4006,25.0263004,121.5505587,553426908
106,大安區,群賢里,0.16002256487401278,0.38849191425347873,0.3711921775103422,0.08029334336216623,5318,25.025646,121.5477044,553426906
106,大安區,群英里,0.168703007518797,0.3775062656641604,0.38032581453634084,0.07346491228070176,6384,25.0270604,121.5459205,553426910
106,大安區,虎嘯里,0.17114773055796473,0.38652789823648454,0.3686036426712923,0.07372072853425846,3459,25.0230734,121.5487748,553326899
106,大安區,臥龍里,0.1752349364289663,0.36981757877280264,0.3687119955776672,0.08623548922056384,1809,25.0223393,121.5448501,553326895
106,大安區,龍淵里,0.20460772104607722,0.3655043586550436,0.3519302615193026,0.07795765877957658,8030,25.0230108,121.5419957,553326897
106,大安區,龍門里,0.2168931521449507,0.3991473487876366,0.32427391420197177,0.05968558486544098,3753,25.0318159,121.535573,553526920
106,大安區,大學里,0.21663107314468766,0.3619861185264282,0.347437266417512,0.07394554191137213,7492,25.0200558,121.5320047,553326886
106,大安區,芳和里,0.11322549952426261,0.2945765937202664,0.43710751665080877,0.15509039010466222,5255,25.020996,121.5505587,553326893
106,大安區,黎元里,0.08886679920477138,0.24930417495029822,0.4747514910536779,0.1870775347912525,5030,25.0163461,121.5534129,553226879
106,大安區,黎孝里,0.10699001426533523,0.33437945791726104,0.425962910128388,0.1326676176890157,7010,25.0170005,121.556267,553226882
106,大安區,黎和里,0.10986042323277803,0.314948221521837,0.4257091400270149,0.1494822152183701,4442,25.0125099,121.5612615,553126869
106,大安區,建安里,0.15638321741081446,0.3838905093111959,0.37917881983396906,0.08054745344402064,4457,25.0435392,121.5505587,553826954
106,大安區,建倫里,0.1578372474057892,0.3832150009102494,0.38467139996359,0.07427635172037138,5493,25.039561,121.5505587,553726944
106,大安區,敦安里,0.1805204192265992,0.37368991687748465,0.3747741235995663,0.07101554029634984,5534,25.0355829,121.5505587,553626934
106,大安區,正聲里,0.162199953390818,0.3824283383826614,0.37403868562106735,0.08133302260545328,4291,25.0395429,121.556267,553726945
106,大安區,敦煌里,0.18516452872281094,0.40472206729875443,0.3441160066926938,0.06599739728574085,5379,25.0349109,121.5534129,553626933
106,大安區,華聲里,0.15710526315789475,0.3678947368421053,0.3868421052631579,0.0881578947368421,3800,25.0435208,121.556267,553826955
106,大安區,車層里,0.15617838885950996,0.39749691521240965,0.36682531288559844,0.07949938304248193,5673,25.0404625,121.5537697,553726947
106,大安區,光信里,0.15133876600698487,0.37674621653084983,0.37878346915017463,0.09313154831199069,6872,25.0355649,121.556267,553626935
106,大安區,學府里,0.18051575931232092,0.19484240687679083,0.4154727793696275,0.20916905444126074,2443,25.0135679,121.5398548,553126867
106,中山區,正守里,0.10309278350515463,0.31890034364261166,0.4302405498281787,0.14776632302405499,2910,25.0472525,121.52915,553926958
106,中山區,正義里,0.07461459403905447,0.2828365878725591,0.4832476875642343,0.1593011305241521,4865,25.0505768,121.5262952,553926965
106,中山區,正得里,0.11137370753323486,0.34091580502215657,0.41624815361890694,0.13146233382570163,3385,25.0499222,121.5234403,553926963
106,中山區,民安里,0.11140267175572519,0.3074904580152672,0.43177480916030536,0.14933206106870228,4192,25.0533262,121.521656,554026970
106,中山區,康樂里,0.10137672090112641,0.2957863996662495,0.4568210262828536,0.14601585314977056,2397,25.0535652,121.5248678,554026971
106,中山區,中山里,0.09593975114603798,0.29944335297969876,0.4567779960707269,0.14783889980353634,6108,25.0562177,121.5248678,554126977
106,中山區,聚盛里,0.08329008822003113,0.2688116242864556,0.478463933575506,0.16943435391800726,3854,25.0591177,121.5252246,554126983
106,中山區,集英里,0.0968918490326673,0.30050745321915634,0.4486203615604186,0.1539803361877577,6306,25.0638568,121.5205854,554226991
106,中山區,聚葉里,0.09771366358192705,0.2909635274904736,0.4531845400108873,0.15813826891671204,3674,25.0615227,121.5248678,554226987
106,中山區,恆安里,0.09699977441912926,0.31423415294383034,0.4466501240694789,0.14211594856756146,4433,25.0638391,121.5262952,554226992
106,中山區,晴光里,0.10387783805505324,0.31424552943540285,0.44022503516174405,0.1416515973477999,4977,25.0658373,121.5234403,554326995
106,中山區,圓山里,0.0873077925462601,0.29371905134219445,0.4573885848318999,0.16158457127964557,3837,25.0716373,121.5241541,554427005
106,中山區,劍潭里,0.10254110612855008,0.33542600896860986,0.41973094170403585,0.14230194319880418,3345,25.0825265,121.5398548,554627025
106,中山區,大直里,0.14628529875166646,0.3520785359350382,0.3920736880378136,0.10956247727548175,8251,25.0874745,121.5469909,554827033
106,中山區,成功里,0.16165283540802214,0.37655601659751037,0.36929460580912865,0.09249654218533887,5784,25.0834768,121.5526993,554727029
106,中山區,永安里,0.15468881666064765,0.3525941976646202,0.39147706753340555,0.10123991814132659,8307,25.0786876,121.5477044,554627021
106,中山區,大佳里,0.030211480362537766,0.19536757301107754,0.4300100704934542,0.34441087613293053,993,25.072908,121.5412821,554427011
106,中山區,新喜里,0.07530612244897959,0.26755102040816325,0.4769387755102041,0.18020408163265306,4900,25.0664735,121.5320047,554326998
106,中山區,新庄里,0.07563208369659982,0.26503923278116825,0.4734088927637315,0.18591979075850043,4588,25.070293,121.5298637,554427004
106,中山區,新福里,0.08368915456874466,0.2790350128095645,0.4570879590093937,0.18018787361229718,4684,25.0638211,121.5320047,554226993
106,中山區,松江里,0.10131332082551595,0.32867132867132864,0.43765990107453523,0.13235544942862015,5863,25.0604967,121.5348594,554226987
106,中山區,新生里,0.07981428255582577,0.276807428697767,0.45434446164050407,0.18903382710590316,4523,25.0615049,121.5305774,554226988
106,中山區,中庄里,0.08198103266596417,0.2655426765015806,0.4680716543730242,0.18440463645943098,4745,25.0588525,121.5305774,554126983
106,中山區,行政里,0.06684643769514619,0.2357365881351121,0.4872267953448765,0.21019017882486518,7046,25.0644751,121.5348594,554226995
106,中山區,行仁里,0.06924207993583746,0.253843069108408,0.47520384975270685,0.20171100120304772,7481,25.064949,121.539327,554326997
106,中山區,行孝里,0.07370941990420436,0.25997871208089407,0.471261309207025,0.19505055880787653,3758,25.0667912,121.5362867,554327000
106,中山區,下埤里,0.08699409477171252,0.31412933890249173,0.44332421143597867,0.15555235488981708,6943,25.0654466,121.5419957,554326998
106,中山區,江寧里,0.12694136291600633,0.35800316957210776,0.4055467511885895,0.10950871632329635,6310,25.0614684,121.5419957,554226991
106,中山區,江山里,0.11794574205715944,0.33164079500942983,0.4178151748150297,0.13259828811838095,6893,25.0591524,121.5405685,554126986
106,中山區,中吉里,0.11452513966480447,0.3324022346368715,0.4311652035115722,0.1219074221867518,5012,25.0545379,121.5320047,554026975
106,中山區,中原里,0.10898412007831194,0.3182510332825756,0.43463128127039374,0.13813356536871874,4597,25.0552099,121.52915,554026975
106,中山區,興亞里,0.12981952420016407,0.34351927809680066,0.42329778506972926,0.10336341263330599,4876,25.0495691,121.5305774,553926964
106,中山區,中央里,0.10800859159251304,0.32893525621356245,0.44492175513961335,0.11813439705431114,3259,25.0551921,121.5348594,554026977
106,中山區,朱馥里,0.09546048944517094,0.29590883616663555,0.4373248645619279,0.17130580982626564,5353,25.0568363,121.5391412,554126981
106,中山區,龍洲里,0.129825318093595,0.3538926029760621,0.4157860685788225,0.10049601035152038,4637,25.0562435,121.5430661,554126981
106,中山區,朱園里,0.14035928143712575,0.34682634730538925,0.41604790419161675,0.09676646706586826,4175,25.0485613,121.5348594,553926962
106,中山區,埤頭里,0.10129378352792678,0.30735247712212055,0.44493531082360366,0.146418428526349,3169,25.0456437,121.5402117,553826957
106,中山區,朱崙里,0.11533934876422126,0.319733228717144,0.4335033346410357,0.13142408787759907,2549,25.0471379,121.539498,553926960
106,中山區,力行里,0.136,0.346,0.4007272727272727,0.11727272727272728,5500,25.0498696,121.5405685,553926966
106,中山區,復華里,0.1247053276756247,0.3338048090523338,0.43234323432343236,0.10914662894860915,4242,25.053848,121.5405685,554026975
106,中山區,金泰里,0.1433539996975654,0.3282927566913655,0.40919401179494935,0.11915923181611976,6613,25.0788061,121.5612615,554627025
106,中山區,北安里,0.11573311367380561,0.32784184514003295,0.4468698517298188,0.10955518945634267,2428,25.0879492,121.5534129,554827035
106,中正區,水源里,0.1340433345574734,0.302240176276166,0.3980903415350716,0.16562614763128902,2723,25.012098,121.5320047,553126861
106,中正區,富水里,0.1534740545294635,0.2911169744942832,0.39313984168865435,0.16226912928759896,2274,25.014431,121.5277226,553126867
106,中正區,文盛里,0.15171441991545326,0.3442930953499295,0.3879755753875059,0.11601690934711131,2129,25.0174912,121.5302205,553226877
106,中正區,林興里,0.15753591429267105,0.3102020939858778,0.4037009982955929,0.12856099342585828,4107,25.0185858,121.5241541,553226880
106,中正區,河堤里,0.15942371280113368,0.36254133207368916,0.38521492678318375,0.09282002834199339,4234,25.022405,121.5220129,553326891
106,中正區,頂東里,0.1461038961038961,0.35912698412698413,0.3795093795093795,0.11525974025974026,5544,25.0228125,121.5245109,553326892
106,中正區,網溪里,0.14045686237492921,0.35605059467623185,0.38965452142722296,0.11383802152161601,5297,25.0217497,121.5191579,553326888
106,中正區,板溪里,0.1335764003977461,0.32383162081537953,0.40238647663241633,0.14020550215445807,3017,25.0253933,121.5205854,553426899
106,中正區,螢圃里,0.1355796229442439,0.3287204171680706,0.4113517849979944,0.12434817488969113,4986,25.024738,121.5177304,553426897
106,中正區,螢雪里,0.1067484662576687,0.29865030674846627,0.4343558282208589,0.16024539877300614,4075,25.0240827,121.5148753,553426894
106,中正區,永功里,0.1016120268067379,0.2785727223329107,0.4477449737366419,0.17207027712370948,5521,25.0260801,121.5120202,553426899
106,中正區,永昌里,0.07332193244976486,0.23279179136383069,0.4771269773407439,0.21675929884566053,4678,25.0267511,121.5091649,553426900
106,中正區,龍興里,0.12022843402464684,0.2942590922753231,0.4247069431920649,0.16080553050796514,3327,25.0289885,121.5095218,553526907
106,中正區,忠勤里,0.04279835390946502,0.18436213991769548,0.4709465020576132,0.30189300411522635,6075,25.0289963,121.5066666,553526906
106,中正區,廈安里,0.12442271121977723,0.30942678619940234,0.42814452594403696,0.1380059766367835,3681,25.031817,121.5059527,553526914
106,中正區,愛國里,0.13763440860215054,0.3164874551971326,0.44014336917562724,0.1057347670250896,2790,25.0343023,121.5066666,553626921
106,中正區,南門里,0.15568862275449102,0.3515825491873396,0.3917878528656972,0.1009409751924722,2338,25.0330479,121.5105925,553626918
106,中正區,龍光里,0.17729766803840877,0.3683127572016461,0.3820301783264746,0.0723593964334705,2916,25.0297239,121.5134477,553526910
106,中正區,南福里,0.17378351539225423,0.34083636764868147,0.4025157232704403,0.08286439368862408,9063,25.0283817,121.5191579,553426907
106,中正區,龍福里,0.15737572952304288,0.3614409337894949,0.39585429663916283,0.08532904004829946,4969,25.0330321,121.5163029,553626920
106,中正區,新營里,0.19788262972160503,0.35341785387531044,0.37380734544503985,0.0748921709580447,7651,25.0320252,121.5205854,553526918
106,中正區,建國里,0.15449654112221367,0.3466564181398924,0.41352805534204456,0.08531898539584935,1301,25.0371871,121.5127339,553626930
106,中正區,光復里,0.11094542201014017,0.31702952579779303,0.4601849090366836,0.11184014315538324,3353,25.0449859,121.5105925,553826949
106,中正區,黎明里,0.13354144987859867,0.3399236906000694,0.4297606659729448,0.0967741935483871,2883,25.0444742,121.5155891,553826948
106,中正區,梅花里,0.13883089770354906,0.3629088378566458,0.40640222686151706,0.0918580375782881,2874,25.0452717,121.5262952,553826953
106,中正區,幸福里,0.12101063829787234,0.29274316109422494,0.44490881458966564,0.1413373860182371,5264,25.042955,121.5248678,553826947
106,中正區,幸市里,0.17126937984496124,0.3863856589147287,0.3546511627906977,0.0876937984496124,4128,25.0399497,121.5320047,553726941
106,中正區,東門里,0.19087739686228936,0.3567693201626961,0.3512492736780941,0.1011040092969204,3442,25.0378259,121.5212991,553726933
106,中正區,文北里,0.1983370513080511,0.3859257757047252,0.34435205840600286,0.07138511458122085,4931,25.0396308,121.5277226,553726939
106,中正區,文祥里,0.18142322097378277,0.3568539325842697,0.3838202247191011,0.07790262172284644,6675,25.0359878,121.5262952,553626930
106,中正區,三愛里,0.1875332978156633,0.37133724027703785,0.3633457645178476,0.07778369738945125,7508,25.0363067,121.5305774,553626931
106,大同區,玉泉里,0.07490774907749077,0.28376383763837637,0.4785977859778598,0.16273062730627305,2710,25.050963,121.5077373,553926962
106,大同區,建明里,0.08918222794591114,0.29748873148744365,0.4713457823567289,0.14198325820991628,3106,25.050275,121.5163029,553926962
106,大同區,建功里,0.07558276430421473,0.25806451612903225,0.47162703084530255,0.19472568872145044,4247,25.0525205,121.5138046,554026966
106,大同區,建泰里,0.09633164330450343,0.29406501640322097,0.4646585147628989,0.14494482552937668,3353,25.052256,121.5191579,554026967
106,大同區,永樂里,0.09489352904692991,0.28509406657018815,0.46557783750258425,0.15443456688029772,4837,25.0546065,121.5091649,554026970
106,大同區,朝陽里,0.07865446450655454,0.2743012614395251,0.4778629730398219,0.16918130101409845,4043,25.0548458,121.512377,554026971
106,大同區,星明里,0.09367903103709312,0.27838758516275547,0.46744890234670705,0.16048448145344435,5284,25.0555803,121.5163029,554026973
106,大同區,光能里,0.07418133214524393,0.24972154154600135,0.482290042325685,0.19380708398306973,4489,25.0549087,121.5191579,554026973
106,大同區,大有里,0.06292134831460675,0.26786516853932585,0.48044943820224717,0.18876404494382024,4450,25.0585857,121.5091649,554126978
106,大同區,延平里,0.07281299109481404,0.25170246202200103,0.4714510214772132,0.20403352540597172,3818,25.058825,121.512377,554126979
106,大同區,雙連里,0.06802801852071709,0.23708892318651312,0.4923423958209664,0.20254066247180338,8423,25.0592235,121.5177304,554126981
106,大同區,南芳里,0.07033639143730887,0.2618849040867389,0.46900194606616624,0.19877675840978593,3597,25.0622291,121.5105925,554226985
106,大同區,民權里,0.08668297797972736,0.2810206221600839,0.47098916462775253,0.1613072352324362,5722,25.0618761,121.5177304,554226986
